Taxon ID,Genome ID,Genome Name,Antibiotic,Resistant Phenotype,Measurement,Measurement Sign,Measurement Value,Measurement Unit,Laboratory Typing Method,Laboratory Typing Method Version,Laboratory Typing Platform,Vendor,Testing Standard,Testing Standard Year,Computational Method,Computational Method Version,Computational Method Performance,Evidence,Source,PubMed
1280,"1280.10010","Staphylococcus aureus C00013322","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26686880"
1313,"1313.19433","Streptococcus pneumoniae strain GPSC1","tetracycline","Resistant",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1280,"1280.9886","Staphylococcus aureus C00003422","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26686880"
1313,"1313.9833","Streptococcus pneumoniae strain 23805","tetracycline",,"16",,"16","mg/L","MIC",,,,,,,,,"Laboratory Method",,
1313,"1313.20712","Streptococcus pneumoniae strain GPSC114","tetracycline","Intermediate",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1313,"1313.20220","Streptococcus pneumoniae strain GPSC1","tetracycline","Resistant",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1313,"1313.8623","Streptococcus pneumoniae strain 2245STDY5609147","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1313,"1313.20006","Streptococcus pneumoniae strain GPSC16","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1313,"1313.18719","Streptococcus pneumoniae strain GPSC1","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1313,"1313.20377","Streptococcus pneumoniae strain GPSC47","tetracycline","Resistant",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1313,"1313.8773","Streptococcus pneumoniae strain 2245STDY5819499","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1313,"1313.17307","Streptococcus pneumoniae strain 92","tetracycline","Susceptible","0.5","==","0.5","mg/L","MIC",,"Trek sensititre","Trek","CLSI",,,,,"Laboratory Method",,
1313,"1313.19667","Streptococcus pneumoniae strain GPSC113","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1280,"1280.16566","Staphylococcus aureus strain AR_0226","tetracycline","Susceptible","<=1","<=","1","mg/L","MIC",,,,"CLSI",,,,,"Laboratory Method",,
1313,"1313.19408","Streptococcus pneumoniae strain GPSC14","tetracycline","Resistant",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1313,"1313.17136","Streptococcus pneumoniae strain 10","tetracycline","Susceptible","0.5","==","0.5","mg/L","MIC",,"Trek sensititre","Trek","CLSI",,,,,"Laboratory Method",,
1313,"1313.8873","Streptococcus pneumoniae strain 2245STDY5982765","tetracycline","Intermediate",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1313,"1313.20923","Streptococcus pneumoniae strain GPSC4","tetracycline","Intermediate",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1313,"1313.18660","Streptococcus pneumoniae strain GPSC13","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1280,"1280.8569","Staphylococcus aureus C00000840","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26686880"
1313,"1313.8890","Streptococcus pneumoniae strain 2245STDY5982505","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1280,"1280.9985","Staphylococcus aureus C00013197","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26686880"
1313,"1313.20472","Streptococcus pneumoniae strain GPSC27","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1283,"1283.634","Staphylococcus haemolyticus strain 0054-1702-2009","tetracycline","Susceptible","<=1","<=","1","mg/L","MIC",,"Phoenix","Becton Dickinson","EUCAST",,,,,"Laboratory Method",,
1352,"1352.3468","Enterococcus faecium strain CVM N59435F","tetracycline",,">32",">","32","mg/L","clsi","2015",,"bioMérieux",,,,,,"Laboratory Method","29617860","29617860"
1313,"1313.18779","Streptococcus pneumoniae strain GPSC14","tetracycline","Resistant",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1313,"1313.19298","Streptococcus pneumoniae strain GPSC17","tetracycline","Intermediate",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1313,"1313.8901","Streptococcus pneumoniae strain 2245STDY5819489","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1280,"1280.8262","Staphylococcus aureus C00013317","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26686880"
1313,"1313.20676","Streptococcus pneumoniae strain GPSC205","tetracycline","Intermediate",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1280,"1280.8052","Staphylococcus aureus C00001275","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26686880"
1313,"1313.20980","Streptococcus pneumoniae strain GPSC5","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1313,"1313.18594","Streptococcus pneumoniae strain GPSC18","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1313,"1313.5971","Streptococcus pneumoniae strain 1014-00","tetracycline",,">8",">","8","mg/L","MIC",,,,,,,,,"Laboratory Method",,"24957517"
1313,"1313.17225","Streptococcus pneumoniae strain 181","tetracycline","Susceptible","0.5","==","0.5","mg/L","MIC",,"Trek sensititre","Trek","CLSI",,,,,"Laboratory Method",,
1313,"1313.18982","Streptococcus pneumoniae strain GPSC14","tetracycline","Resistant",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1280,"1280.16554","Staphylococcus aureus strain AR_0473","tetracycline","Susceptible","<=1","<=","1","mg/L","MIC",,,,"CLSI",,,,,"Laboratory Method",,
1313,"1313.20169","Streptococcus pneumoniae strain GPSC8","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1313,"1313.9130","Streptococcus pneumoniae strain 2245STDY5699161","tetracycline","Intermediate",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1280,"1280.16763","Staphylococcus aureus strain 0943-1505-2016","tetracycline","Resistant",">2",">","2","mg/L","MIC",,"Phoenix","Becton Dickinson","EUCAST",,,,,"Laboratory Method",,
1313,"1313.20503","Streptococcus pneumoniae strain GPSC11","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1313,"1313.20876","Streptococcus pneumoniae strain GPSC3","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1313,"1313.20640","Streptococcus pneumoniae strain GPSC31","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1280,"1280.9931","Staphylococcus aureus C00012748","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26686880"
1280,"1280.8685","Staphylococcus aureus C00007094","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26686880"
1313,"1313.19404","Streptococcus pneumoniae strain GPSC1","tetracycline","Resistant",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1313,"1313.20968","Streptococcus pneumoniae strain GPSC85","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1313,"1313.6572","Streptococcus pneumoniae strain 372297","tetracycline",,"0.12",,"0.12","mg/L","MIC",,,,,,,,,"Laboratory Method",,"23644493"
1313,"1313.18774","Streptococcus pneumoniae strain GPSC16","tetracycline","Resistant",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1280,"1280.9913","Staphylococcus aureus C00008959","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26686880"
1313,"1313.17174","Streptococcus pneumoniae strain 135","tetracycline","Susceptible","0.25","<=","0.25","mg/L","MIC",,"Trek sensititre","Trek","CLSI",,,,,"Laboratory Method",,
1313,"1313.8595","Streptococcus pneumoniae strain 2245STDY5609002","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1313,"1313.20529","Streptococcus pneumoniae strain GPSC3","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1313,"1313.17260","Streptococcus pneumoniae strain 49","tetracycline","Susceptible","0.25","<=","0.25","mg/L","MIC",,"Trek sensititre","Trek","CLSI",,,,,"Laboratory Method",,
1313,"1313.20678","Streptococcus pneumoniae strain GPSC2","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1280,"1280.8623","Staphylococcus aureus C00003400","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26686880"
1280,"1280.8185","Staphylococcus aureus C00013178","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26686880"
1313,"1313.19634","Streptococcus pneumoniae strain GPSC4","tetracycline","Intermediate",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1280,"1280.9871","Staphylococcus aureus C00003383","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26686880"
1313,"1313.20921","Streptococcus pneumoniae strain GPSC49","tetracycline","Intermediate",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1313,"1313.19887","Streptococcus pneumoniae strain GPSC14","tetracycline","Resistant",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1313,"1313.19517","Streptococcus pneumoniae strain GPSC18","tetracycline","Resistant",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1313,"1313.9735","Streptococcus pneumoniae strain 11868","tetracycline",,"1",,"1","mg/L","MIC",,,,,,,,,"Laboratory Method",,
1313,"1313.17300","Streptococcus pneumoniae strain 87","tetracycline","Susceptible","0.25","<=","0.25","mg/L","MIC",,"Trek sensititre","Trek","CLSI",,,,,"Laboratory Method",,
1280,"1280.16759","Staphylococcus aureus strain AR_0227","tetracycline","Susceptible","<=1","<=","1","mg/L","MIC",,,,"CLSI",,,,,"Laboratory Method",,
1280,"1280.9340","Staphylococcus aureus TTSH2_07","tetracycline","Resistant",,,,,"disk diffusion",,,,"CLSI",,,,,"Laboratory Method",,"25903077"
760851,"760851.3","Streptococcus pneumoniae GA49138","tetracycline","Resistant",">8",">","8",,,,,,,,,,,"Laboratory Method",,
1313,"1313.6443","Streptococcus pneumoniae strain R34-3211","tetracycline",,"<=0.50","<=","0.50","mg/L","MIC",,,,,,,,,"Laboratory Method",,"23644493"
1313,"1313.6165","Streptococcus pneumoniae strain R34-3230","tetracycline",,"<=0.50","<=","0.50","mg/L","MIC",,,,,,,,,"Laboratory Method",,"23644493"
1280,"1280.9629","Staphylococcus aureus C00012780","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26686880"
1280,"1280.8624","Staphylococcus aureus C00003407","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26686880"
1313,"1313.5847","Streptococcus pneumoniae strain R34-3188","tetracycline",,"<=0.50","<=","0.50","mg/L","MIC",,,,,,,,,"Laboratory Method",,"23644493"
1313,"1313.17364","Streptococcus pneumoniae strain SC12-0686-P","tetracycline","Susceptible","1","<=","1","mg/L","MIC",,"Sensititre","Trek","CLSI",,,,,"Laboratory Method",,
1313,"1313.17284","Streptococcus pneumoniae strain 71","tetracycline","Susceptible","1","==","1","mg/L","MIC",,"Trek sensititre","Trek","CLSI",,,,,"Laboratory Method",,
1313,"1313.9817","Streptococcus pneumoniae strain 11883","tetracycline",,"1",,"1","mg/L","MIC",,,,,,,,,"Laboratory Method",,
1313,"1313.17231","Streptococcus pneumoniae strain 22","tetracycline","Susceptible","0.25","<=","0.25","mg/L","MIC",,"Trek sensititre","Trek","CLSI",,,,,"Laboratory Method",,
1313,"1313.6536","Streptococcus pneumoniae strain R34-3182","tetracycline",,"<=0.50","<=","0.50","mg/L","MIC",,,,,,,,,"Laboratory Method",,"23644493"
1313,"1313.6744","Streptococcus pneumoniae strain 09B01303","tetracycline","Resistant",,,,,"MIC",,,,,,,,,"Laboratory Method",,
1313,"1313.19817","Streptococcus pneumoniae strain GPSC14","tetracycline","Resistant",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1280,"1280.8521","Staphylococcus aureus C00000850","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26686880"
1313,"1313.17274","Streptococcus pneumoniae strain 62","tetracycline","Susceptible","0.25","<=","0.25","mg/L","MIC",,"Trek sensititre","Trek","CLSI",,,,,"Laboratory Method",,
1313,"1313.19769","Streptococcus pneumoniae strain GPSC1","tetracycline","Resistant",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1280,"1280.8264","Staphylococcus aureus C00013319","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26686880"
1313,"1313.19322","Streptococcus pneumoniae strain GPSC33","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1313,"1313.5572","Streptococcus pneumoniae strain LMG2926","tetracycline","Resistant",,,,,"MIC",,,,,,,,,"Laboratory Method",,"24957517"
1313,"1313.9119","Streptococcus pneumoniae strain 2245STDY5982509","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1351,"1351.841","Enterococcus faecalis strain CVM N55181","tetracycline",,">32",">","32","mg/L","clsi","2015",,"bioMérieux",,,,,,"Laboratory Method","29617860","29617860"
1313,"1313.21087","Streptococcus pneumoniae strain GPSC56","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1280,"1280.8488","Staphylococcus aureus C00003337","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26686880"
1283,"1283.362","Staphylococcus haemolyticus 7067_4_31","tetracycline","Susceptible",,,,,"MIC",,"E-test","AB BIODISK","EUCAST",2014,,,,"Laboratory Method",,"25038069"
1313,"1313.9236","Streptococcus pneumoniae strain 2245STDY5699164","tetracycline","Resistant",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1313,"1313.5897","Streptococcus pneumoniae strain 09B09042","tetracycline","Resistant",,,,,"MIC",,,,,,,,,"Laboratory Method",,
1313,"1313.5789","Streptococcus pneumoniae strain 120581","tetracycline",,"0.25",,"0.25","mg/L","MIC",,,,,,,,,"Laboratory Method",,"23644493"
1280,"1280.9773","Staphylococcus aureus C00003158","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26686880"
1283,"1283.446","Staphylococcus haemolyticus 7068_7_41","tetracycline","Susceptible",,,,,"MIC",,"E-test","AB BIODISK","EUCAST",2014,,,,"Laboratory Method",,"25038069"
1283,"1283.397","Staphylococcus haemolyticus 7067_4_73","tetracycline","Susceptible",,,,,"MIC",,"E-test","AB BIODISK","EUCAST",2014,,,,"Laboratory Method",,"25038069"
1313,"1313.18944","Streptococcus pneumoniae strain GPSC9","tetracycline","Resistant",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1313,"1313.6939","Streptococcus pneumoniae P110268-159","tetracycline","Intermediate",,,,,,,,,,,,,,"Laboratory Method",,
1313,"1313.17405","Streptococcus pneumoniae strain SC13-3976-P","tetracycline","Susceptible","1","<=","1","mg/L","MIC",,"Sensititre","Trek","CLSI",,,,,"Laboratory Method",,
1313,"1313.9553","Streptococcus pneumoniae strain 2934","tetracycline",,"16",,"16","mg/L","MIC",,,,,,,,,"Laboratory Method",,
1313,"1313.6471","Streptococcus pneumoniae strain R34-3075","tetracycline",,"<=0.50","<=","0.50","mg/L","MIC",,,,,,,,,"Laboratory Method",,"23644493"
1283,"1283.364","Staphylococcus haemolyticus 7067_4_37","tetracycline","Susceptible",,,,,"MIC",,"E-test","AB BIODISK","EUCAST",2014,,,,"Laboratory Method",,"25038069"
1313,"1313.20066","Streptococcus pneumoniae strain GPSC11","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1313,"1313.6178","Streptococcus pneumoniae strain 9811+05053","tetracycline","Resistant",,,,,"MIC",,,,,,,,,"Laboratory Method",,"24957517"
1313,"1313.17150","Streptococcus pneumoniae strain 112","tetracycline","Susceptible","0.25","<=","0.25","mg/L","MIC",,"Trek sensititre","Trek","CLSI",,,,,"Laboratory Method",,
1313,"1313.19318","Streptococcus pneumoniae strain GPSC17","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1313,"1313.9883","Streptococcus pneumoniae strain Mal_M12","tetracycline",,"8",,"8","mg/L","MIC",,,,,,,,,"Laboratory Method",,
1313,"1313.18939","Streptococcus pneumoniae strain GPSC3","tetracycline","Intermediate",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1313,"1313.9764","Streptococcus pneumoniae strain ARG_740","tetracycline","Resistant",,,,,,,,,,,,,,"Laboratory Method",,
1313,"1313.17423","Streptococcus pneumoniae strain SC14-2030-P","tetracycline","Susceptible","1","<=","1","mg/L","MIC",,"Sensititre","Trek","CLSI",,,,,"Laboratory Method",,
1349,"1349.145","Streptococcus uberis PE10","tetracycline",,"0.5",,"0.5","mg/L","MIC",,"Sensititre microdilution system and mastitis plate","Sensititre",,,,,,"Laboratory Method",,
1313,"1313.19361","Streptococcus pneumoniae strain GPSC242","tetracycline","Intermediate",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1280,"1280.9857","Staphylococcus aureus C00003358","tetracycline","Resistant",,,,,,,,,,,,,,"Laboratory Method",,"26686880"
1280,"1280.8537","Staphylococcus aureus C00003322","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26686880"
1280,"1280.8393","Staphylococcus aureus C00003168","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26686880"
1313,"1313.8987","Streptococcus pneumoniae strain 2245STDY5819554","tetracycline","Resistant",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1313,"1313.20524","Streptococcus pneumoniae strain GPSC43","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1280,"1280.9250","Staphylococcus aureus 085_03","tetracycline","Susceptible",,,,,"disk diffusion",,,,"CLSI",,,,,"Laboratory Method",,"25903077"
1313,"1313.8897","Streptococcus pneumoniae strain 2245STDY5609148","tetracycline","Resistant",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1313,"1313.8999","Streptococcus pneumoniae strain 2245STDY5609167","tetracycline","Resistant",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1280,"1280.8803","Staphylococcus aureus C00001091","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26686880"
1280,"1280.9730","Staphylococcus aureus C00001400","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26686880"
1313,"1313.9269","Streptococcus pneumoniae strain 2245STDY5609159","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
760833,"760833.3","Streptococcus pneumoniae GA47360","tetracycline","Susceptible","<=2","<=","2",,,,,,,,,,,"Laboratory Method",,
1280,"1280.9893","Staphylococcus aureus C00007079","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26686880"
1313,"1313.18978","Streptococcus pneumoniae strain GPSC17","tetracycline","Resistant",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1283,"1283.403","Staphylococcus haemolyticus 7067_4_77","tetracycline","Resistant",,,,,"MIC",,"E-test","AB BIODISK","EUCAST",2014,,,,"Laboratory Method",,"25038069"
1313,"1313.9599","Streptococcus pneumoniae strain HK_P1","tetracycline",,"16",,"16","mg/L","MIC",,,,,,,,,"Laboratory Method",,
1313,"1313.5667","Streptococcus pneumoniae strain LMG1415","tetracycline",,"16",,"16","mg/L","MIC",,,,,,,,,"Laboratory Method",,
1313,"1313.18924","Streptococcus pneumoniae strain GPSC2","tetracycline","Intermediate",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1280,"1280.10022","Staphylococcus aureus C00013343","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26686880"
1313,"1313.6084","Streptococcus pneumoniae strain 0505+04001","tetracycline","Resistant",,,,,"MIC",,,,,,,,,"Laboratory Method",,"24957517"
1313,"1313.17437","Streptococcus pneumoniae strain SC15-0255-P","tetracycline","Susceptible","1","<=","1","mg/L","MIC",,"Sensititre","Trek","CLSI",,,,,"Laboratory Method",,
1313,"1313.5589","Streptococcus pneumoniae strain 08B08622","tetracycline","Resistant",,,,,"MIC",,,,,,,,,"Laboratory Method",,
1280,"1280.7357","Staphylococcus aureus CGH1_10","tetracycline","Resistant",,,,,"disk diffusion",,,,"CLSI",,,,,"Laboratory Method",,"25903077"
1313,"1313.17314","Streptococcus pneumoniae strain SC10-0214-P","tetracycline","Susceptible","1","<=","1","mg/L","MIC",,"Sensititre","Trek","CLSI",,,,,"Laboratory Method",,
1313,"1313.8853","Streptococcus pneumoniae strain 2245STDY5609082","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1313,"1313.6552","Streptococcus pneumoniae strain R34-3016","tetracycline",,"<=0.50","<=","0.50","mg/L","MIC",,,,,,,,,"Laboratory Method",,"23644493"
1313,"1313.19216","Streptococcus pneumoniae strain GPSC48","tetracycline","Intermediate",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1280,"1280.7354","Staphylococcus aureus CGH4_10","tetracycline","Resistant",,,,,"disk diffusion",,,,"CLSI",,,,,"Laboratory Method",,"25903077"
1313,"1313.18541","Streptococcus pneumoniae strain GPSC18","tetracycline","Resistant",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1280,"1280.8406","Staphylococcus aureus C00007081","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26686880"
1313,"1313.18988","Streptococcus pneumoniae strain GPSC168","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1280,"1280.9258","Staphylococcus aureus 101_07","tetracycline","Resistant",,,,,"disk diffusion",,,,"CLSI",,,,,"Laboratory Method",,"25903077"
1313,"1313.18946","Streptococcus pneumoniae strain GPSC48","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1313,"1313.20543","Streptococcus pneumoniae strain GPSC11","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1280,"1280.16568","Staphylococcus aureus strain AR_0228","tetracycline","Susceptible","<=1","<=","1","mg/L","MIC",,,,"CLSI",,,,,"Laboratory Method",,
1313,"1313.9372","Streptococcus pneumoniae strain 2245STDY5819597","tetracycline","Intermediate",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1313,"1313.18528","Streptococcus pneumoniae strain GPSC5","tetracycline","Resistant",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1280,"1280.7372","Staphylococcus aureus WAU_4","tetracycline","Susceptible",,,,,"disk diffusion",,,,"CLSI",,,,,"Laboratory Method",,"25903077"
1313,"1313.20450","Streptococcus pneumoniae strain GPSC96","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
760840,"760840.3","Streptococcus pneumoniae GA47522","tetracycline","Resistant",">8",">","8",,,,,,,,,,,"Laboratory Method",,
1313,"1313.18706","Streptococcus pneumoniae strain GPSC39","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1280,"1280.9753","Staphylococcus aureus C00003104","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26686880"
1352,"1352.3444","Enterococcus faecium strain CVM N59745F","tetracycline",,"<=1","<=","1","mg/L","clsi","2015",,"bioMérieux",,,,,,"Laboratory Method","29617860","29617860"
1313,"1313.9308","Streptococcus pneumoniae strain 2245STDY5804502","tetracycline","Intermediate",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1313,"1313.9070","Streptococcus pneumoniae strain 2245STDY5819479","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1313,"1313.20270","Streptococcus pneumoniae strain GPSC13","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1280,"1280.8340","Staphylococcus aureus C00013397","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26686880"
1313,"1313.17230","Streptococcus pneumoniae strain 21","tetracycline","Susceptible","0.25","<=","0.25","mg/L","MIC",,"Trek sensititre","Trek","CLSI",,,,,"Laboratory Method",,
1313,"1313.8852","Streptococcus pneumoniae strain 2245STDY5609076","tetracycline","Resistant",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1313,"1313.20206","Streptococcus pneumoniae strain GPSC16","tetracycline","Resistant",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1313,"1313.20005","Streptococcus pneumoniae strain GPSC31","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1313,"1313.18725","Streptococcus pneumoniae strain GPSC38","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1313,"1313.9707","Streptococcus pneumoniae strain 2098","tetracycline",,">8",">","8","mg/L","MIC",,,,,,,,,"Laboratory Method",,
1313,"1313.5508","Streptococcus pneumoniae strain R34-3041","tetracycline",,"<=0.50","<=","0.50","mg/L","MIC",,,,,,,,,"Laboratory Method",,"23644493"
1313,"1313.6115","Streptococcus pneumoniae strain R34-3118","tetracycline",,"<=0.50","<=","0.50","mg/L","MIC",,,,,,,,,"Laboratory Method",,"23644493"
1280,"1280.8735","Staphylococcus aureus C00000815","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26686880"
1313,"1313.21079","Streptococcus pneumoniae strain GPSC59","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1352,"1352.3493","Enterococcus faecium strain CVM N54546","tetracycline",,">32",">","32","mg/L","clsi","2015",,"bioMérieux",,,,,,"Laboratory Method","29617860","29617860"
1313,"1313.17291","Streptococcus pneumoniae strain 79","tetracycline","Resistant","8",">","8","mg/L","MIC",,"Trek sensititre","Trek","CLSI",,,,,"Laboratory Method",,
1280,"1280.9314","Staphylococcus aureus CGH4_05","tetracycline","Susceptible",,,,,"disk diffusion",,,,"CLSI",,,,,"Laboratory Method",,"25903077"
1313,"1313.17159","Streptococcus pneumoniae strain 120","tetracycline","Susceptible","0.25","<=","0.25","mg/L","MIC",,"Trek sensititre","Trek","CLSI",,,,,"Laboratory Method",,
1313,"1313.17156","Streptococcus pneumoniae strain 118","tetracycline","Susceptible","0.25","<=","0.25","mg/L","MIC",,"Trek sensititre","Trek","CLSI",,,,,"Laboratory Method",,
1280,"1280.9252","Staphylococcus aureus 088_03","tetracycline","Susceptible",,,,,"disk diffusion",,,,"CLSI",,,,,"Laboratory Method",,"25903077"
1313,"1313.20566","Streptococcus pneumoniae strain GPSC11","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1280,"1280.9718","Staphylococcus aureus C00001251","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26686880"
1280,"1280.8600","Staphylococcus aureus C00003314","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26686880"
1280,"1280.7959","Staphylococcus aureus C00001161","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26686880"
1280,"1280.9731","Staphylococcus aureus C00001442","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26686880"
1313,"1313.20696","Streptococcus pneumoniae strain GPSC5","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1280,"1280.9920","Staphylococcus aureus C00008997","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26686880"
1313,"1313.18773","Streptococcus pneumoniae strain GPSC38","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1313,"1313.19488","Streptococcus pneumoniae strain GPSC17","tetracycline","Intermediate",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
