JGI_Portal_ID,Species,Order,Class,Clade,Phylum,Pathogen,Lifestyle,Lifestyle_2,Unknown_Lifestyle,S,N,B,OB,HB,MP,P,O,ECM,ENM,Mycorrhizal,E,EP,L,LF,EL,C,PY,BY,T,A,AL,HY,BR,WR,Wood_Decay,FUNGuild,Plant,Fungus,Vertebrate,Invertebrate,Gymnosperms,Angiosperms,Main_Stem,Leaves,Roots,Fruit,Seeds,MycoCosm Genome Reference Paper
Macph1,Macrophomina phaseolina MS6,Botryosphaeriales,Dothideomycetes,Pezizomycotina,Ascomycota,YES,"S, N",S  N,Known,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,YES,NO,YES,NO,YES,YES,YES,YES,YES,,,"Islam MS, Haque MS, Islam MM, Emdad EM, Halim A, Hossen QM, Hossain MZ, Ahmed B, Rahim S, Rahman MS, Alam MM, Hou S, Wan X, Saito JA, Alam M Tools to kill: genome of one of the most destructive plant pathogenic fungi Macrophomina phaseolina. BMC Genomics. 2012 Sep 19;13:493. doi: 10.1186/1471-2164-13-493."
Neopa1,Neofusicoccum parvum UCRNP2,Botryosphaeriales,Dothideomycetes,Pezizomycotina,Ascomycota,YES,N,N,Known,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,YES,NO,NO,NO,NO,YES,YES,NO,NO,,,"Blanco-Ulate B, Rolshausen P, Cantu D Draft Genome Sequence of Neofusicoccum parvum Isolate UCR-NP2, a Fungal Vascular Pathogen Associated with Grapevine Cankers. Genome Announc. 2013 Jun 13;1(3). pii: 1/3/e00339-13. doi: 10.1128/genomeA.00339-13."
Parsp1,Paraconiothyrium sporulosum AP3s5-JAC2a v1.0,Pleosporales,Dothideomycetes,Pezizomycotina,Ascomycota,NO,"S, E",S  E,Known,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,"Zeiner CA, Purvine SO, Zink EM, Pasa-Tolic L, Chaput DL, Haridas S, Wu S, LaButti K, Grigoriev IV, Henrissat B, Santelli CM, Hansel CM Comparative Analysis of Secretome Profiles of Manganese(II)-Oxidizing Ascomycete Fungi. PLoS One. 2016 Jul 19;11(7):e0157844. doi: 10.1371/journal.pone.0157844. eCollection 2016."
Perma1,Periconia macrospinosa DSE2036 v1.0,Pleosporales,Dothideomycetes,Pezizomycotina,Ascomycota,NO,E,E,Known,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,"Knapp DG, Nemeth JB, Barry K, Hainaut M, Henrissat B, Johnson J, Kuo A, Lim JHP, Lipzen A, Nolan M, Ohm RA, Tamas L, Grigoriev IV, Spatafora JW, Nagy LG, Kovacs GM Comparative genomics provides insights into the lifestyle and reveals functional heterogeneity of dark septate endophytic fungi. Sci Rep. 2018 Apr 20;8(1):6321. doi: 10.1038/s41598-018-24686-4."
Mycfi2,Pseudocercospora (Mycosphaerella) fijiensis v2.0,Capnodiales,Dothideomycetes,Pezizomycotina,Ascomycota,YES,HB,HB,Known,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,YES,NO,NO,NO,NO,YES,NO,YES,NO,,,"Arango Isaza RE, Diaz-Trujillo C, Dhillon B, Aerts A, Carlier J, Crane CF, V de Jong T, de Vries I, Dietrich R, Farmer AD, Fortes Fereira C, Garcia S, Guzman M, Hamelin RC, Lindquist EA, Mehrabi R, Quiros O, Schmutz J, Shapiro H, Reynolds E, Scalliet G, Souza M Jr, Stergiopoulos I, Van der Lee TA, De Wit PJ, Zapater MF, Zwiers LH, Grigoriev IV, Goodwin SB, Kema GH Combating a Global Threat to a Clonal Crop: Banana Black Sigatoka Pathogen Pseudocercospora fijiensis (Synonym Mycosphaerella fijiensis) Genomes Reveal Clues for Disease Control. PLoS Genet. 2016 Aug 11;12(8):e1005876. doi: 10.1371/journal.pgen.1005876. eCollection 2016 Aug."
Pyrsp1,Pyrenochaeta sp. DS3sAY3a v1.0,Pleosporales,Dothideomycetes,Pezizomycotina,Ascomycota,UNKNOWN,S,S,Known,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,"Zeiner CA, Purvine SO, Zink EM, Pasa-Tolic L, Chaput DL, Haridas S, Wu S, LaButti K, Grigoriev IV, Henrissat B, Santelli CM, Hansel CM Comparative Analysis of Secretome Profiles of Manganese(II)-Oxidizing Ascomycete Fungi. PLoS One. 2016 Jul 19;11(7):e0157844. doi: 10.1371/journal.pone.0157844. eCollection 2016."
Pyrtt1,Pyrenophora teres f. teres,Pleosporales,Dothideomycetes,Pezizomycotina,Ascomycota,YES,N,N,Known,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,YES,NO,NO,NO,NO,YES,NO,YES,NO,,,"Ellwood SR, Liu Z, Syme RA, Lai Z, Hane JK, Keiper F, Moffat CS, Oliver RP, Friesen TL A first genome assembly of the barley fungal pathogen Pyrenophora teres f. teres. Genome Biol. 2010;11(11):R109. doi: 10.1186/gb-2010-11-11-r109. Epub 2010 Nov 10."
Pyrtr1,Pyrenophora tritici-repentis,Pleosporales,Dothideomycetes,Pezizomycotina,Ascomycota,YES,N,N,Known,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,YES,NO,NO,NO,NO,YES,NO,YES,NO,,,"Manning VA, Pandelova I, Dhillon B, Wilhelm LJ, Goodwin SB, Berlin AM, Figueroa M, Freitag M, Hane JK, Henrissat B, Holman WH, Kodira CD, Martin J, Oliver RP, Robbertse B, Schackwitz W, Schwartz DC, Spatafora JW, Turgeon BG, Yandava C, Young S, Zhou S, Zeng Q, Grigoriev IV, Ma LJ, Ciuffetti LM Comparative genomics of a plant-pathogenic fungus, Pyrenophora tritici-repentis, reveals transduplication and the impact of repeat elements on pathogenicity and population divergence. G3 (Bethesda). 2013 Jan;3(1):41-63. doi: 10.1534/g3.112.004044. Epub 2013 Jan 1."
Rhyru1_1,Rhytidhysteron rufulum,Hysteriales,Dothideomycetes,Pezizomycotina,Ascomycota,YES,"S, E, O",S  E  O,Known,YES,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,YES,NO,YES,NO,NO,YES,YES,NO,NO,,,"Ohm RA, Feau N, Henrissat B, Schoch CL, Horwitz BA, Barry KW, Condon BJ, Copeland AC, Dhillon B, Glaser F, Hesse CN, Kosti I, LaButti K, Lindquist EA, Lucas S, Salamov AA, Bradshaw RE, Ciuffetti L, Hamelin RC, Kema GH, Lawrence C, Scott JA, Spatafora JW, Turgeon BG, de Wit PJ, Zhong S, Goodwin SB, Grigoriev IV Diverse lifestyles and strategies of plant pathogenesis encoded in the genomes of eighteen Dothideomycetes fungi. PLoS Pathog. 2012;8(12):e1003037. doi: 10.1371/journal.ppat.1003037. Epub 2012 Dec 6."
Sepmu1,Septoria musiva SO2202 v1.0,Capnodiales,Dothideomycetes,Pezizomycotina,Ascomycota,YES,HB,HB,Known,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,YES,NO,NO,NO,NO,YES,YES,YES,NO,,,"Ohm RA, Feau N, Henrissat B, Schoch CL, Horwitz BA, Barry KW, Condon BJ, Copeland AC, Dhillon B, Glaser F, Hesse CN, Kosti I, LaButti K, Lindquist EA, Lucas S, Salamov AA, Bradshaw RE, Ciuffetti L, Hamelin RC, Kema GH, Lawrence C, Scott JA, Spatafora JW, Turgeon BG, de Wit PJ, Zhong S, Goodwin SB, Grigoriev IV Diverse lifestyles and strategies of plant pathogenesis encoded in the genomes of eighteen Dothideomycetes fungi. PLoS Pathog. 2012;8(12):e1003037. doi: 10.1371/journal.ppat.1003037. Epub 2012 Dec 6.      AND         Dhillon B, Feau N, Aerts AL, Beauseigle S, Bernier L, Copeland A, Foster A, Gill N, Henrissat B, Herath P, LaButti KM, Levasseur A, Lindquist EA, Majoor E, Ohm RA, Pangilinan JL, Pribowo A, Saddler JN, Sakalidis ML, de Vries RP, Grigoriev IV, Goodwin SB, Tanguay P, Hamelin RC Horizontal gene transfer and gene dosage drives adaptation to wood colonization in a tree pathogen. Proc Natl Acad Sci U S A. 2015 Mar 17;112(11):3451-6. doi: 10.1073/pnas.1424293112. Epub 2015 Mar 2."
Seppo1,Septoria populicola v1.0,Capnodiales,Dothideomycetes,Pezizomycotina,Ascomycota,YES,HB,HB,Known,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,YES,NO,NO,NO,NO,YES,NO,YES,NO,,,"Ohm RA, Feau N, Henrissat B, Schoch CL, Horwitz BA, Barry KW, Condon BJ, Copeland AC, Dhillon B, Glaser F, Hesse CN, Kosti I, LaButti K, Lindquist EA, Lucas S, Salamov AA, Bradshaw RE, Ciuffetti L, Hamelin RC, Kema GH, Lawrence C, Scott JA, Spatafora JW, Turgeon BG, de Wit PJ, Zhong S, Goodwin SB, Grigoriev IV Diverse lifestyles and strategies of plant pathogenesis encoded in the genomes of eighteen Dothideomycetes fungi. PLoS Pathog. 2012;8(12):e1003037. doi: 10.1371/journal.ppat.1003037. Epub 2012 Dec 6.      AND         Dhillon B, Feau N, Aerts AL, Beauseigle S, Bernier L, Copeland A, Foster A, Gill N, Henrissat B, Herath P, LaButti KM, Levasseur A, Lindquist EA, Majoor E, Ohm RA, Pangilinan JL, Pribowo A, Saddler JN, Sakalidis ML, de Vries RP, Grigoriev IV, Goodwin SB, Tanguay P, Hamelin RC Horizontal gene transfer and gene dosage drives adaptation to wood colonization in a tree pathogen. Proc Natl Acad Sci U S A. 2015 Mar 17;112(11):3451-6. doi: 10.1073/pnas.1424293112. Epub 2015 Mar 2."
Settu3,Setosphaeria turcica Et28A v2.0,Pleosporales,Dothideomycetes,Pezizomycotina,Ascomycota,YES,HB,HB,Known,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,YES,NO,NO,NO,NO,YES,NO,YES,NO,,,"Ohm RA, Feau N, Henrissat B, Schoch CL, Horwitz BA, Barry KW, Condon BJ, Copeland AC, Dhillon B, Glaser F, Hesse CN, Kosti I, LaButti K, Lindquist EA, Lucas S, Salamov AA, Bradshaw RE, Ciuffetti L, Hamelin RC, Kema GH, Lawrence C, Scott JA, Spatafora JW, Turgeon BG, de Wit PJ, Zhong S, Goodwin SB, Grigoriev IV Diverse lifestyles and strategies of plant pathogenesis encoded in the genomes of eighteen Dothideomycetes fungi. PLoS Pathog. 2012;8(12):e1003037. doi: 10.1371/journal.ppat.1003037. Epub 2012 Dec 6.       AND         Condon BJ, Leng Y, Wu D, Bushley KE, Ohm RA, Otillar R, Martin J, Schackwitz W, Grimwood J, MohdZainudin N, Xue C, Wang R, Manning VA, Dhillon B, Tu ZJ, Steffenson BJ, Salamov A, Sun H, Lowry S, LaButti K, Han J, Copeland A, Lindquist E, Barry K, Schmutz J, Baker SE, Ciuffetti LM, Grigoriev IV, Zhong S, Turgeon BG Comparative genome structure, secondary metabolite, and effector coding capacity across Cochliobolus pathogens. PLoS Genet. 2013;9(1):e1003233. doi: 10.1371/journal.pgen.1003233. Epub 2013 Jan 24."
Stano2,Stagonospora nodorum SN15 v2.0,Pleosporales,Dothideomycetes,Pezizomycotina,Ascomycota,YES,N,N,Known,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,YES,NO,NO,NO,NO,YES,YES,YES,NO,,,"Hane JK, Lowe RG, Solomon PS, Tan KC, Schoch CL, Spatafora JW, Crous PW, Kodira C, Birren BW, Galagan JE, Torriani SF, McDonald BA, Oliver RP Dothideomycete plant interactions illuminated by genome sequencing and EST analysis of the wheat pathogen Stagonospora nodorum. Plant Cell. 2007 Nov;19(11):3347-68. doi: 10.1105/tpc.107.052829. Epub 2007 Nov 16."
Stasp1,Stagonospora sp. SRC1lsM3a v1.0,Pleosporales,Dothideomycetes,Pezizomycotina,Ascomycota,UNKNOWN,S,S,Known,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,"Zeiner CA, Purvine SO, Zink EM, Pasa-Tolic L, Chaput DL, Haridas S, Wu S, LaButti K, Grigoriev IV, Henrissat B, Santelli CM, Hansel CM Comparative Analysis of Secretome Profiles of Manganese(II)-Oxidizing Ascomycete Fungi. PLoS One. 2016 Jul 19;11(7):e0157844. doi: 10.1371/journal.pone.0157844. eCollection 2016."
Stely1,Stemphylium lycopersici CIDEFI-216,Pleosporales,Dothideomycetes,Pezizomycotina,Ascomycota,YES,N,N,Known,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,YES,NO,NO,NO,NO,YES,YES,YES,NO,,,"Franco ME, Lopez S, Medina R, Saparrat MC, Balatti P Draft Genome Sequence and Gene Annotation of Stemphylium lycopersici Strain CIDEFI-216. Genome Announc. 2015 Sep 24;3(5). pii: 3/5/e01069-15. doi: 10.1128/genomeA.01069-15."
Venin1,Venturia inaequalis,Venturiales,Dothideomycetes,Pezizomycotina,Ascomycota,YES,"S, HB",S  HB,Known,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,YES,NO,NO,NO,NO,YES,NO,YES,NO,,,"Deng CH, Plummer KM, Jones DAB, Mesarich CH, Shiller J, Taranto AP, Robinson AJ, Kastner P, Hall NE, Templeton MD, Bowen JK Comparative analysis of the predicted secretomes of Rosaceae scab pathogens Venturia inaequalis and V. pirina reveals expanded effector families and putative determinants of host range. BMC Genomics. 2017 May 2;18(1):339. doi: 10.1186/s12864-017-3699-1."
Venpi1,Venturia pirina,Venturiales,Dothideomycetes,Pezizomycotina,Ascomycota,YES,"S, HB",S  HB,Known,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,YES,NO,NO,NO,NO,YES,NO,YES,NO,,,"Deng CH, Plummer KM, Jones DAB, Mesarich CH, Shiller J, Taranto AP, Robinson AJ, Kastner P, Hall NE, Templeton MD, Bowen JK Comparative analysis of the predicted secretomes of Rosaceae scab pathogens Venturia inaequalis and V. pirina reveals expanded effector families and putative determinants of host range. BMC Genomics. 2017 May 2;18(1):339. doi: 10.1186/s12864-017-3699-1.     AND        Cooke IR, Jones D, Bowen JK, Deng C, Faou P, Hall NE, Jayachandran V, Liem M, Taranto AP, Plummer KM, Mathivanan S Proteogenomic analysis of the Venturia pirina (Pear Scab Fungus) secretome reveals potential effectors. J Proteome Res. 2014 Aug 1;13(8):3635-44. doi: 10.1021/pr500176c. Epub 2014 Jul 9."
Verga1,Verruconis gallopava,Venturiales,Dothideomycetes,Pezizomycotina,Ascomycota,YES,"S, BY, O",S  BY  O,Known,YES,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,,NO,NO,YES,NO,NO,NO,NO,NO,NO,,,"Teixeira MM, Moreno LF, Stielow BJ, Muszewska A, Hainaut M, Gonzaga L, Abouelleil A, Patane JS, Priest M, Souza R, Young S, Ferreira KS, Zeng Q, da Cunha MM, Gladki A, Barker B, Vicente VA, de Souza EM, Almeida S, Henrissat B, Vasconcelos AT, Deng S, Voglmayr H, Moussa TA, Gorbushina A, Felipe MS, Cuomo CA, de Hoog GS Exploring the genomic diversity of black yeasts and relatives (Chaetothyriales, Ascomycota). Stud Mycol. 2017 Mar;86:1-28. doi: 10.1016/j.simyco.2017.01.001. Epub 2017 Jan 27."
Zymar1,Zymoseptoria ardabiliae STIR04_1.1.1,Capnodiales,Dothideomycetes,Pezizomycotina,Ascomycota,YES,HB,HB,Known,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,YES,NO,NO,NO,NO,YES,NO,YES,NO,,,"Stukenbrock EH, Christiansen FB, Hansen TT, Dutheil JY, Schierup MH Fusion of two divergent fungal individuals led to the recent emergence of a unique widespread pathogen species. Proc Natl Acad Sci USA. 2012 Jul 3;109(27):10954-9. doi: 10.1073/pnas.1201403109. Epub 2012 Jun 18.     AND       Stukenbrock EH, Bataillon T, Dutheil JY, Hansen TT, Li R, Zala M, McDonald BA, Wang J, Schierup MH The making of a new pathogen: insights from comparative population genomics of the domesticated wheat pathogen Mycosphaerella graminicola and its wild sister species. Genome Res. 2011 Dec;21(12):2157-66. doi: 10.1101/gr.118851.110. Epub 2011 Oct 12."
Zymbr1,Zymoseptoria brevis Zb18110,Capnodiales,Dothideomycetes,Pezizomycotina,Ascomycota,YES,HB,HB,Known,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,YES,NO,NO,NO,NO,YES,NO,YES,NO,,,"Grandaubert J, Bhattacharyya A, Stukenbrock EH RNA-seq-Based Gene Annotation and Comparative Genomics of Four Fungal Grass Pathogens in the Genus Zymoseptoria Identify Novel Orphan Genes and Species-Specific Invasions of Transposable Elements. G3 (Bethesda). 2015 Apr 27;5(7):1323-33. doi: 10.1534/g3.115.017731."
Zymps1,Zymoseptoria pseudotritici STIR04_2.2.1,Capnodiales,Dothideomycetes,Pezizomycotina,Ascomycota,YES,HB,HB,Known,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,YES,NO,NO,NO,NO,YES,NO,YES,NO,,,"Stukenbrock EH, Christiansen FB, Hansen TT, Dutheil JY, Schierup MH Fusion of two divergent fungal individuals led to the recent emergence of a unique widespread pathogen species. Proc Natl Acad Sci USA. 2012 Jul 3;109(27):10954-9. doi: 10.1073/pnas.1201403109. Epub 2012 Jun 18.     AND       Stukenbrock EH, Bataillon T, Dutheil JY, Hansen TT, Li R, Zala M, McDonald BA, Wang J, Schierup MH The making of a new pathogen: insights from comparative population genomics of the domesticated wheat pathogen Mycosphaerella graminicola and its wild sister species. Genome Res. 2011 Dec;21(12):2157-66. doi: 10.1101/gr.118851.110. Epub 2011 Oct 12."
Amore1,Amorphotheca resinae v1.0,Incertae sedis,Leotiomycetes,Pezizomycotina,Ascomycota,YES,"S, O",S  O,Known,YES,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,NO,NO,YES,NO,NO,NO,NO,NO,NO,,,"Martino E, Morin E, Grelet GA, Kuo A, Kohler A, Daghino S, Barry KW, Cichocki N, Clum A, Dockter RB, Hainaut M, Kuo RC, LaButti K, Lindahl BD, Lindquist EA, Lipzen A, Khouja HR, Magnuson J, Murat C, Ohm RA, Singer SW, Spatafora JW, Wang M, Veneault-Fourrey C, Henrissat B, Grigoriev IV, Martin FM, Perotto S Comparative genomics and transcriptomics depict ericoid mycorrhizal fungi as versatile saprotrophs and plant mutualists. New Phytol. 2018 Feb;217(3):1213-1229. doi: 10.1111/nph.14974. Epub 2018 Jan 7."
Ascsa1,Ascocoryne sarcoides NRRL50072,Helotiales,Leotiomycetes,Pezizomycotina,Ascomycota,NO,E,E,Known,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,"Gianoulis TA, Griffin MA, Spakowicz DJ, Dunican BF, Alpha CJ, Sboner A, Sismour AM, Kodira C, Egholm M, Church GM, Gerstein MB, Strobel SA Genomic analysis of the hydrocarbon-producing, cellulolytic, endophytic fungus Ascocoryne sarcoides. PLoS Genet. 2012;8(3):e1002558. doi: 10.1371/journal.pgen.1002558. Epub 2012 Mar 1."
Blugr2,Blumeria graminis f. sp. hordei DH14,Erysiphales,Leotiomycetes,Pezizomycotina,Ascomycota,YES,OB,OB,Known,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,YES,NO,NO,NO,NO,YES,YES,YES,NO,,,"Frantzeskakis L, Kracher B, Kusch S, Yoshikawa-Maekawa M, Bauer S, Pedersen C, Spanu PD, Maekawa T, Schulze-Lefert P, Panstruga R Signatures of host specialization and a recent transposable element burst in the dynamic one-speed genome of the fungal barley powdery mildew pathogen. BMC Genomics. 2018 May 22;19(1):381. doi: 10.1186/s12864-018-4750-6."
BlugrR1_1,Blumeria graminis f. sp. hordei Race1,Erysiphales,Leotiomycetes,Pezizomycotina,Ascomycota,YES,OB,OB,Known,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,YES,NO,NO,NO,NO,YES,YES,YES,NO,,,"Frantzeskakis L, Kracher B, Kusch S, Yoshikawa-Maekawa M, Bauer S, Pedersen C, Spanu PD, Maekawa T, Schulze-Lefert P, Panstruga R Signatures of host specialization and a recent transposable element burst in the dynamic one-speed genome of the fungal barley powdery mildew pathogen. BMC Genomics. 2018 May 22;19(1):381. doi: 10.1186/s12864-018-4750-6."
Blugra1,Blumeria graminis f. sp. tritici 96224,Erysiphales,Leotiomycetes,Pezizomycotina,Ascomycota,YES,OB,OB,Known,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,YES,NO,NO,NO,NO,YES,YES,YES,NO,,,"Wicker T, Oberhaensli S, Parlange F, Buchmann JP, Shatalina M, Roffler S, Ben-David R, Dolezel J, Simkova H, Schulze-Lefert P, Spanu PD, Bruggmann R, Amselem J, Quesneville H, Ver Loren van Themaat E, Paape T, Shimizu KK, Keller B The wheat powdery mildew genome shows the unique evolution of an obligate biotroph. Nat Genet. 2013 Sep;45(9):1092-6. doi: 10.1038/ng.2704. Epub 2013 Jul 14."
Botci1,Botrytis cinerea v1.0,Helotiales,Leotiomycetes,Pezizomycotina,Ascomycota,YES,N,N,Known,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,YES,NO,NO,NO,NO,YES,YES,YES,NO,,,"Staats M, van Kan JA Genome update of Botrytis cinerea strains B05.10 and T4. Eukaryot Cell. 2012 Nov;11(11):1413-4. doi: 10.1128/EC.00164-12.     AND           Amselem J, Cuomo CA, van Kan JA, Viaud M, Benito EP, Couloux A, Coutinho PM, de Vries RP, Dyer PS, Fillinger S, Fournier E, Gout L, Hahn M, Kohn L, Lapalu N, Plummer KM, Pradier JM, Quevillon E, Sharon A, Simon A, ten Have A, Tudzynski B, Tudzynski P, Wincker P, Andrew M, Anthouard V, Beever RE, Beffa R, Benoit I, Bouzid O, Brault B, Chen Z, Choquer M, Collemare J, Cotton P, Danchin EG, Da Silva C, Gautier A, Giraud C, Giraud T, Gonzalez C, Grossetete S, Guldener U, Henrissat B, Howlett BJ, Kodira C, Kretschmer M, Lappartient A, Leroch M, Levis C, Mauceli E, Neuveglise C, Oeser B, Pearson M, Poulain J, Poussereau N, Quesneville H, Rascle C, Schumacher J, Segurens B, Sexton A, Silva E, Sirven C, Soanes DM, Talbot NJ, Templeton M, Yandava C, Yarden O, Zeng Q, Rollins JA, Lebrun MH, Dickman M Genomic analysis of the necrotrophic fungal pathogens Sclerotinia sclerotiorum and Botrytis cinerea. PLoS Genet. 2011 Aug;7(8):e1002230. doi: 10.1371/journal.pgen.1002230. Epub 2011 Aug 18."
Cadsp1,Cadophora sp. DSE1049 v1.0,Helotiales,Leotiomycetes,Pezizomycotina,Ascomycota,NO,E,E,Known,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,"Knapp DG, Nemeth JB, Barry K, Hainaut M, Henrissat B, Johnson J, Kuo A, Lim JHP, Lipzen A, Nolan M, Ohm RA, Tamas L, Grigoriev IV, Spatafora JW, Nagy LG, Kovacs GM Comparative genomics provides insights into the lifestyle and reveals functional heterogeneity of dark septate endophytic fungi. Sci Rep. 2018 Apr 20;8(1):6321. doi: 10.1038/s41598-018-24686-4."
Erynec1,Erysiphe necator c,Erysiphales,Leotiomycetes,Pezizomycotina,Ascomycota,YES,OB,OB,Known,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,YES,NO,NO,NO,NO,YES,NO,YES,NO,,,"Jones L, Riaz S, Morales-Cruz A, Amrine KC, McGuire B, Gubler WD, Walker MA, Cantu D Adaptive genomic structural variation in the grape powdery mildew pathogen, Erysiphe necator. BMC Genomics. 2014 Dec 9;15:1081. doi: 10.1186/1471-2164-15-1081."
Glalo1,Glarea lozoyensis ATCC 20868,Helotiales,Leotiomycetes,Pezizomycotina,Ascomycota,UNKNOWN,"S, UNKNOWN",S  UNKNOWN,Unknown,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,"Chen L, Yue Q, Zhang X, Xiang M, Wang C, Li S, Che Y, Ortiz-Lopez FJ, Bills GF, Liu X, An Z Genomics-driven discovery of the pneumocandin biosynthetic gene cluster in the fungus Glarea lozoyensis. BMC Genomics. 2013 May 20;14:339. doi: 10.1186/1471-2164-14-339."
